ticker,tte_bucket,p_raw,p_cal,market_p_yes,market_p_no,y_true
KXBTC15M-26JAN182015-15,600,0.298955,0.364679,0.31,0.7,1
KXBTC15M-26JAN182015-15,620,0.268923,0.307934,0.31,0.7,1
KXBTC15M-26JAN182015-15,640,0.269555,0.291231,0.33,0.68,1
KXBTC15M-26JAN182015-15,660,0.26751,0.310172,0.33,0.69,1
KXBTC15M-26JAN182015-15,680,0.323851,0.374044,0.36,0.66,1
KXBTC15M-26JAN182015-15,700,0.267098,0.33564,0.33,0.69,1
KXBTC15M-26JAN182015-15,720,0.291418,0.334371,0.32,0.7,1
KXBTC15M-26JAN182030-30,80,0.000554,0.012904,0.03,0.97,0
KXBTC15M-26JAN182030-30,100,0.000791,0.032565,0.03,0.99,0
KXBTC15M-26JAN182030-30,120,0.000847,0.020115,0.02,0.99,0
KXBTC15M-26JAN182030-30,140,0.015805,0.012267,0.04,0.97,0
KXBTC15M-26JAN182030-30,160,0.016661,0.031506,0.03,0.98,0
KXBTC15M-26JAN182030-30,180,0.015805,0.039249,0.05,0.97,0
KXBTC15M-26JAN182030-30,200,0.046901,0.061247,0.06,0.96,0
KXBTC15M-26JAN182030-30,220,0.051419,0.07572,0.1,0.93,0
KXBTC15M-26JAN182030-30,240,0.040711,0.06231,0.09,0.92,0
KXBTC15M-26JAN182030-30,260,0.076931,0.075741,0.1,0.91,0
KXBTC15M-26JAN182030-30,280,0.056177,0.050672,0.09,0.92,0
KXBTC15M-26JAN182030-30,300,0.073673,0.082734,0.13,0.89,0
KXBTC15M-26JAN182030-30,320,0.09432,0.085076,0.1,0.91,0
KXBTC15M-26JAN182030-30,340,0.119021,0.127258,0.15,0.86,0
KXBTC15M-26JAN182030-30,360,0.11914,0.143223,0.18,0.83,0
KXBTC15M-26JAN182030-30,380,0.113211,0.116802,0.15,0.87,0
KXBTC15M-26JAN182030-30,400,0.201991,0.230058,0.21,0.81,0
KXBTC15M-26JAN182030-30,420,0.187404,0.228761,0.27,0.75,0
KXBTC15M-26JAN182030-30,440,0.242035,0.260963,0.27,0.77,0
KXBTC15M-26JAN182030-30,460,0.163407,0.162732,0.2,0.81,0
KXBTC15M-26JAN182030-30,480,0.187404,0.204448,0.14,0.87,0
KXBTC15M-26JAN182030-30,500,0.268567,0.295532,0.22,0.79,0
KXBTC15M-26JAN182030-30,520,0.365705,0.405604,0.32,0.69,0
KXBTC15M-26JAN182030-30,540,0.322047,0.382645,0.35,0.68,0
KXBTC15M-26JAN182030-30,560,0.332814,0.389971,0.37,0.65,0
KXBTC15M-26JAN182030-30,580,0.420505,0.474384,0.39,0.62,0
KXBTC15M-26JAN182030-30,600,0.425067,0.475433,0.41,0.6,0
KXBTC15M-26JAN182030-30,620,0.480546,0.510334,0.41,0.6,0
KXBTC15M-26JAN182030-30,640,0.435812,0.461562,0.46,0.55,0
KXBTC15M-26JAN182030-30,660,0.449261,0.482135,0.49,0.52,0
KXBTC15M-26JAN182030-30,680,0.534858,0.552931,0.55,0.46,0
KXBTC15M-26JAN182030-30,700,0.691911,0.659308,0.67,0.34,0
KXBTC15M-26JAN182030-30,720,0.610114,0.613747,0.64,0.38,0
KXBTC15M-26JAN182045-45,80,0.01193,0.089124,0.16,0.86,0
KXBTC15M-26JAN182045-45,100,0.018488,0.18128,0.27,0.79,0
KXBTC15M-26JAN182045-45,120,0.01193,0.13293,0.3,0.71,0
KXBTC15M-26JAN182045-45,140,0.228191,0.322442,0.5,0.62,0
KXBTC15M-26JAN182045-45,160,0.742009,0.846475,0.68,0.33,0
KXBTC15M-26JAN182045-45,180,0.903023,0.929849,0.65,0.37,0
KXBTC15M-26JAN182045-45,200,0.841749,0.913447,0.86,0.16,0
KXBTC15M-26JAN182045-45,220,0.817436,0.886394,0.88,0.13,0
KXBTC15M-26JAN182045-45,240,0.798008,0.884848,0.82,0.19,0
KXBTC15M-26JAN182045-45,260,0.639196,0.763694,0.73,0.29,0
KXBTC15M-26JAN182045-45,280,0.631023,0.77001,0.72,0.3,0
KXBTC15M-26JAN182045-45,300,0.698677,0.82184,0.64,0.38,0
KXBTC15M-26JAN182045-45,320,0.743206,0.877323,0.58,0.43,0
KXBTC15M-26JAN182045-45,340,0.572064,0.720697,0.62,0.39,0
KXBTC15M-26JAN182045-45,360,0.911653,0.957764,0.83,0.18,0
KXBTC15M-26JAN182045-45,380,0.88335,0.953128,0.88,0.14,0
KXBTC15M-26JAN182045-45,400,0.924608,0.971705,0.94,0.07,0
KXBTC15M-26JAN182045-45,420,0.914825,0.958589,0.94,0.07,0
KXBTC15M-26JAN182045-45,440,0.901071,0.958723,0.91,0.1,0
KXBTC15M-26JAN182045-45,460,0.876595,0.936192,0.86,0.16,0
KXBTC15M-26JAN182045-45,480,0.869786,0.914495,0.83,0.19,0
KXBTC15M-26JAN182045-45,500,0.746431,0.82243,0.79,0.22,0
KXBTC15M-26JAN182045-45,520,0.718043,0.783155,0.63,0.38,0
KXBTC15M-26JAN182045-45,540,0.795411,0.79061,0.7,0.31,0
KXBTC15M-26JAN182045-45,560,0.79107,0.785098,0.7,0.31,0
KXBTC15M-26JAN182045-45,580,0.79107,0.779397,0.74,0.27,0
KXBTC15M-26JAN182045-45,600,0.736192,0.731887,0.74,0.28,0
KXBTC15M-26JAN182045-45,620,0.76608,0.769952,0.71,0.3,0
KXBTC15M-26JAN182045-45,640,0.657122,0.679288,0.68,0.33,0
KXBTC15M-26JAN182045-45,660,0.603366,0.620786,0.59,0.42,0
KXBTC15M-26JAN182045-45,680,0.666226,0.661638,0.58,0.43,0
KXBTC15M-26JAN182045-45,700,0.679165,0.649432,0.64,0.37,0
KXBTC15M-26JAN182045-45,720,0.649997,0.64809,0.64,0.37,0
KXBTC15M-26JAN182100-00,80,0.968227,0.942365,0.66,0.39,1
KXBTC15M-26JAN182100-00,100,0.009571,0.12961,0.21,0.83,1
KXBTC15M-26JAN182100-00,120,0.925417,0.966895,0.56,0.48,1
KXBTC15M-26JAN182100-00,140,0.210384,0.294669,0.58,0.43,1
KXBTC15M-26JAN182100-00,160,0.192333,0.31359,0.28,0.74,1
KXBTC15M-26JAN182100-00,180,0.04895,0.105333,0.15,0.86,1
KXBTC15M-26JAN182100-00,200,0.016261,0.019561,0.15,0.87,1
KXBTC15M-26JAN182100-00,220,0.011924,0.017079,0.04,0.97,1
KXBTC15M-26JAN182100-00,240,0.011049,0.016147,0.05,0.96,1
KXBTC15M-26JAN182100-00,260,0.015947,0.011313,0.04,0.97,1
KXBTC15M-26JAN182100-00,280,0.011578,0.007147,0.05,0.96,1
KXBTC15M-26JAN182100-00,300,0.011578,0.009562,0.05,0.96,1
KXBTC15M-26JAN182100-00,320,0.027527,0.016678,0.06,0.96,1
KXBTC15M-26JAN182100-00,340,0.024415,0.017307,0.08,0.94,1
KXBTC15M-26JAN182100-00,360,0.037207,0.038872,0.1,0.91,1
KXBTC15M-26JAN182100-00,380,0.041561,0.03374,0.09,0.92,1
KXBTC15M-26JAN182100-00,400,0.049626,0.041575,0.13,0.88,1
KXBTC15M-26JAN182100-00,420,0.041514,0.042597,0.13,0.88,1
KXBTC15M-26JAN182100-00,440,0.063665,0.048639,0.12,0.89,1
KXBTC15M-26JAN182100-00,460,0.047578,0.03631,0.1,0.91,1
KXBTC15M-26JAN182100-00,480,0.038669,0.035808,0.11,0.91,1
KXBTC15M-26JAN182100-00,500,0.038669,0.031676,0.1,0.91,1
KXBTC15M-26JAN182100-00,520,0.049772,0.044245,0.1,0.91,1
KXBTC15M-26JAN182100-00,540,0.038669,0.06911,0.09,0.92,1
KXBTC15M-26JAN182100-00,560,0.051721,0.087001,0.1,0.92,1
KXBTC15M-26JAN182100-00,580,0.07873,0.133599,0.11,0.9,1
KXBTC15M-26JAN182100-00,600,0.075237,0.126726,0.11,0.9,1
KXBTC15M-26JAN182100-00,620,0.096331,0.124239,0.08,0.93,1
KXBTC15M-26JAN182100-00,640,0.096331,0.106636,0.12,0.9,1
KXBTC15M-26JAN182100-00,660,0.113478,0.148196,0.14,0.88,1
KXBTC15M-26JAN182100-00,680,0.106387,0.158271,0.13,0.89,1
KXBTC15M-26JAN182100-00,700,0.211669,0.287327,0.13,0.88,1
KXBTC15M-26JAN182100-00,720,0.190654,0.23709,0.19,0.84,1
KXBTC15M-26JAN182115-15,80,0.00039,0.010285,0.01,0.99,0
KXBTC15M-26JAN182115-15,100,0.000602,0.027808,0.01,0.99,0
KXBTC15M-26JAN182115-15,120,0.000567,0.014921,0.02,0.98,0
KXBTC15M-26JAN182115-15,140,0.012177,0.008841,0.03,0.98,0
KXBTC15M-26JAN182115-15,160,0.010904,0.02073,0.04,0.98,0
KXBTC15M-26JAN182115-15,180,0.009632,0.025246,0.05,0.96,0
KXBTC15M-26JAN182115-15,200,0.044395,0.057752,0.08,0.93,0
KXBTC15M-26JAN182115-15,220,0.030447,0.044554,0.08,0.93,0
KXBTC15M-26JAN182115-15,240,0.044395,0.068086,0.09,0.92,0
KXBTC15M-26JAN182115-15,260,0.088582,0.089736,0.12,0.9,0
KXBTC15M-26JAN182115-15,280,0.096768,0.099218,0.2,0.82,0
KXBTC15M-26JAN182115-15,300,0.134908,0.165176,0.17,0.84,0
KXBTC15M-26JAN182115-15,320,0.118019,0.114266,0.11,0.9,0
KXBTC15M-26JAN182115-15,340,0.17265,0.200948,0.17,0.84,0
KXBTC15M-26JAN182115-15,360,0.341292,0.433547,0.37,0.64,0
KXBTC15M-26JAN182115-15,380,0.320432,0.398504,0.34,0.67,0
KXBTC15M-26JAN182115-15,400,0.405422,0.500895,0.44,0.6,0
KXBTC15M-26JAN182115-15,420,0.573472,0.686678,0.51,0.5,0
KXBTC15M-26JAN182115-15,440,0.569076,0.67539,0.42,0.59,0
KXBTC15M-26JAN182115-15,460,0.561099,0.650782,0.59,0.42,0
KXBTC15M-26JAN182115-15,480,0.557582,0.62773,0.58,0.43,0
KXBTC15M-26JAN182115-15,500,0.355474,0.401484,0.44,0.57,0
KXBTC15M-26JAN182115-15,520,0.366506,0.406538,0.36,0.65,0
KXBTC15M-26JAN182115-15,540,0.346032,0.404769,0.35,0.67,0
KXBTC15M-26JAN182115-15,560,0.322742,0.380659,0.33,0.68,0
KXBTC15M-26JAN182115-15,580,0.328891,0.394895,0.36,0.67,0
KXBTC15M-26JAN182115-15,600,0.32921,0.392105,0.36,0.66,0
KXBTC15M-26JAN182115-15,620,0.33754,0.375405,0.37,0.64,0
KXBTC15M-26JAN182115-15,640,0.33814,0.362252,0.37,0.64,0
KXBTC15M-26JAN182115-15,660,0.339171,0.37963,0.36,0.66,0
KXBTC15M-26JAN182115-15,680,0.338753,0.387216,0.41,0.61,0
KXBTC15M-26JAN182115-15,700,0.367779,0.416437,0.41,0.6,0
KXBTC15M-26JAN182115-15,720,0.338753,0.377731,0.39,0.64,0
KXBTC15M-26JAN182130-30,80,0.996568,0.986174,0.98,0.05,1
KXBTC15M-26JAN182130-30,100,0.992481,0.977145,0.95,0.13,1
KXBTC15M-26JAN182130-30,120,0.039974,0.28127,0.52,0.56,1
KXBTC15M-26JAN182130-30,140,0.708969,0.869554,0.56,0.45,1
KXBTC15M-26JAN182130-30,160,0.73498,0.841687,0.65,0.43,1
KXBTC15M-26JAN182130-30,180,0.705492,0.794224,0.67,0.34,1
KXBTC15M-26JAN182130-30,200,0.724341,0.830695,0.69,0.33,1
KXBTC15M-26JAN182130-30,220,0.707742,0.805334,0.68,0.35,1
KXBTC15M-26JAN182130-30,240,0.96008,0.980769,0.73,0.33,1
KXBTC15M-26JAN182130-30,260,0.96232,0.987641,0.8,0.21,1
KXBTC15M-26JAN182130-30,280,0.927014,0.975388,0.86,0.16,1
KXBTC15M-26JAN182130-30,300,0.984524,0.995471,0.92,0.09,1
KXBTC15M-26JAN182130-30,320,0.972206,0.994634,0.95,0.06,1
KXBTC15M-26JAN182130-30,340,0.973001,0.993805,0.94,0.08,1
KXBTC15M-26JAN182130-30,360,0.977397,0.991375,0.96,0.05,1
KXBTC15M-26JAN182130-30,380,0.973935,0.993179,0.98,0.04,1
KXBTC15M-26JAN182130-30,400,0.977209,0.993736,0.98,0.04,1
KXBTC15M-26JAN182130-30,420,0.973072,0.989209,0.97,0.05,1
KXBTC15M-26JAN182130-30,440,0.945259,0.981006,0.95,0.06,1
KXBTC15M-26JAN182130-30,460,0.968557,0.988469,0.95,0.06,1
KXBTC15M-26JAN182130-30,480,0.92282,0.953235,0.9,0.11,1
KXBTC15M-26JAN182130-30,500,0.793941,0.863357,0.84,0.17,1
KXBTC15M-26JAN182130-30,520,0.851851,0.900045,0.82,0.22,1
KXBTC15M-26JAN182130-30,540,0.689796,0.700229,0.63,0.39,1
KXBTC15M-26JAN182130-30,560,0.698198,0.705152,0.64,0.4,1
KXBTC15M-26JAN182130-30,580,0.709647,0.711068,0.64,0.38,1
KXBTC15M-26JAN182130-30,600,0.710472,0.710431,0.65,0.36,1
KXBTC15M-26JAN182130-30,620,0.684386,0.695831,0.65,0.37,1
KXBTC15M-26JAN182130-30,640,0.679464,0.700747,0.62,0.39,1
KXBTC15M-26JAN182130-30,660,0.684386,0.692947,0.63,0.38,1
KXBTC15M-26JAN182130-30,680,0.63236,0.63344,0.59,0.44,1
KXBTC15M-26JAN182130-30,700,0.576407,0.572042,0.55,0.46,1
KXBTC15M-26JAN182130-30,720,0.533242,0.547843,0.53,0.49,1
KXBTC15M-26JAN182145-45,80,0.9929,0.977901,0.99,0.02,1
KXBTC15M-26JAN182145-45,100,0.99584,0.983847,0.99,0.04,1
KXBTC15M-26JAN182145-45,120,0.994241,0.995355,0.96,0.05,1
KXBTC15M-26JAN182145-45,140,0.954112,0.989857,0.97,0.05,1
KXBTC15M-26JAN182145-45,160,0.943502,0.969695,0.94,0.07,1
KXBTC15M-26JAN182145-45,180,0.943502,0.957515,0.94,0.07,1
KXBTC15M-26JAN182145-45,200,0.937676,0.970279,0.94,0.07,1
KXBTC15M-26JAN182145-45,220,0.917856,0.952502,0.95,0.06,1
KXBTC15M-26JAN182145-45,240,0.908406,0.952738,0.94,0.08,1
KXBTC15M-26JAN182145-45,260,0.856222,0.932802,0.9,0.11,1
KXBTC15M-26JAN182145-45,280,0.856222,0.939691,0.87,0.14,1
KXBTC15M-26JAN182145-45,300,0.837588,0.921395,0.8,0.21,1
KXBTC15M-26JAN182145-45,320,0.80752,0.920727,0.77,0.25,1
KXBTC15M-26JAN182145-45,340,0.75231,0.878336,0.75,0.26,1
KXBTC15M-26JAN182145-45,360,0.761485,0.857224,0.71,0.3,1
KXBTC15M-26JAN182145-45,380,0.671896,0.802099,0.67,0.34,1
KXBTC15M-26JAN182145-45,400,0.655994,0.779184,0.63,0.39,1
KXBTC15M-26JAN182145-45,420,0.639923,0.750472,0.6,0.41,1
KXBTC15M-26JAN182145-45,440,0.597541,0.70662,0.59,0.44,1
KXBTC15M-26JAN182145-45,460,0.662333,0.757231,0.62,0.39,1
KXBTC15M-26JAN182145-45,480,0.510649,0.577718,0.57,0.46,1
KXBTC15M-26JAN182145-45,500,0.498337,0.569444,0.52,0.5,1
KXBTC15M-26JAN182145-45,520,0.499784,0.558381,0.5,0.52,1
KXBTC15M-26JAN182145-45,540,0.537116,0.571831,0.51,0.52,1
KXBTC15M-26JAN182145-45,560,0.566224,0.593829,0.52,0.49,1
KXBTC15M-26JAN182145-45,580,0.563723,0.592441,0.58,0.45,1
KXBTC15M-26JAN182145-45,600,0.586891,0.609165,0.54,0.47,1
KXBTC15M-26JAN182145-45,620,0.642769,0.658206,0.66,0.35,1
KXBTC15M-26JAN182145-45,640,0.615545,0.639109,0.64,0.37,1
KXBTC15M-26JAN182145-45,660,0.642769,0.655869,0.6,0.43,1
KXBTC15M-26JAN182145-45,680,0.604327,0.610235,0.73,0.29,1
KXBTC15M-26JAN182145-45,700,0.707905,0.671827,0.71,0.3,1
KXBTC15M-26JAN182145-45,720,0.50481,0.523428,0.55,0.46,1
KXBTC15M-26JAN182200-00,80,0.014156,0.098758,0.07,0.94,1
KXBTC15M-26JAN182200-00,100,0.008754,0.123694,0.09,0.92,1
KXBTC15M-26JAN182200-00,120,0.008754,0.107936,0.13,0.89,1
KXBTC15M-26JAN182200-00,140,0.108172,0.134964,0.16,0.86,1
KXBTC15M-26JAN182200-00,160,0.070725,0.127445,0.14,0.87,1
KXBTC15M-26JAN182200-00,180,0.070725,0.143826,0.15,0.86,1
KXBTC15M-26JAN182200-00,200,0.178112,0.246099,0.19,0.82,1
KXBTC15M-26JAN182200-00,220,0.167066,0.240236,0.2,0.81,1
KXBTC15M-26JAN182200-00,240,0.167066,0.252775,0.2,0.81,1
KXBTC15M-26JAN182200-00,260,0.180405,0.20848,0.22,0.8,1
KXBTC15M-26JAN182200-00,280,0.212734,0.256215,0.28,0.73,1
KXBTC15M-26JAN182200-00,300,0.477692,0.609099,0.37,0.64,1
KXBTC15M-26JAN182200-00,320,0.347108,0.43882,0.44,0.58,1
KXBTC15M-26JAN182200-00,340,0.344297,0.444338,0.43,0.58,1
KXBTC15M-26JAN182200-00,360,0.548272,0.667492,0.59,0.44,1
KXBTC15M-26JAN182200-00,380,0.552153,0.684319,0.57,0.44,1
KXBTC15M-26JAN182200-00,400,0.63817,0.762326,0.46,0.56,1
KXBTC15M-26JAN182200-00,420,0.630231,0.741482,0.5,0.51,1
KXBTC15M-26JAN182200-00,440,0.681557,0.791819,0.6,0.41,1
KXBTC15M-26JAN182200-00,460,0.576472,0.667721,0.55,0.46,1
KXBTC15M-26JAN182200-00,480,0.332009,0.375621,0.41,0.61,1
KXBTC15M-26JAN182200-00,500,0.317783,0.355679,0.48,0.54,1
KXBTC15M-26JAN182200-00,520,0.255608,0.276178,0.4,0.61,1
KXBTC15M-26JAN182200-00,540,0.267301,0.330652,0.38,0.64,1
KXBTC15M-26JAN182200-00,560,0.411198,0.460562,0.43,0.58,1
KXBTC15M-26JAN182200-00,580,0.32478,0.391213,0.43,0.59,1
KXBTC15M-26JAN182200-00,600,0.259547,0.327868,0.4,0.61,1
KXBTC15M-26JAN182200-00,620,0.609394,0.628006,0.56,0.45,1
KXBTC15M-26JAN182200-00,640,0.422177,0.447823,0.55,0.46,1
KXBTC15M-26JAN182200-00,660,0.211537,0.253767,0.51,0.5,1
KXBTC15M-26JAN182200-00,680,0.19181,0.250092,0.33,0.68,1
KXBTC15M-26JAN182200-00,700,0.182454,0.260192,0.3,0.72,1
KXBTC15M-26JAN182200-00,720,0.167077,0.212955,0.28,0.73,1
KXBTC15M-26JAN182215-15,80,0.998942,0.993555,0.98,0.02,1
KXBTC15M-26JAN182215-15,100,0.998942,0.992791,0.99,0.02,1
KXBTC15M-26JAN182215-15,120,0.998942,0.998713,0.99,0.02,1
KXBTC15M-26JAN182215-15,140,0.99028,0.9986,0.98,0.03,1
KXBTC15M-26JAN182215-15,160,0.991342,0.99546,0.98,0.04,1
KXBTC15M-26JAN182215-15,180,0.991435,0.992419,0.99,0.03,1
KXBTC15M-26JAN182215-15,200,0.967675,0.985698,0.98,0.04,1
KXBTC15M-26JAN182215-15,220,0.967873,0.982402,0.98,0.04,1
KXBTC15M-26JAN182215-15,240,0.97724,0.98943,0.98,0.03,1
KXBTC15M-26JAN182215-15,260,0.953179,0.98383,0.97,0.04,1
KXBTC15M-26JAN182215-15,280,0.966215,0.990806,0.95,0.07,1
KXBTC15M-26JAN182215-15,300,0.954239,0.983559,0.98,0.03,1
KXBTC15M-26JAN182215-15,320,0.902464,0.970268,0.97,0.04,1
KXBTC15M-26JAN182215-15,340,0.908442,0.969552,0.94,0.08,1
KXBTC15M-26JAN182215-15,360,0.831378,0.907603,0.91,0.11,1
KXBTC15M-26JAN182215-15,380,0.813522,0.911507,0.86,0.17,1
KXBTC15M-26JAN182215-15,400,0.813522,0.90659,0.86,0.18,1
KXBTC15M-26JAN182215-15,420,0.731369,0.829913,0.76,0.25,1
KXBTC15M-26JAN182215-15,440,0.774058,0.872546,0.77,0.24,1
KXBTC15M-26JAN182215-15,460,0.776751,0.861422,0.75,0.26,1
KXBTC15M-26JAN182215-15,480,0.790834,0.850611,0.79,0.24,1
KXBTC15M-26JAN182215-15,500,0.748814,0.824548,0.82,0.19,1
KXBTC15M-26JAN182215-15,520,0.763547,0.824987,0.84,0.18,1
KXBTC15M-26JAN182215-15,540,0.746543,0.748382,0.75,0.27,1
KXBTC15M-26JAN182215-15,560,0.659081,0.67207,0.69,0.33,1
KXBTC15M-26JAN182215-15,580,0.51692,0.554356,0.67,0.35,1
KXBTC15M-26JAN182215-15,600,0.650135,0.660759,0.66,0.35,1
KXBTC15M-26JAN182215-15,620,0.506669,0.534399,0.58,0.46,1
KXBTC15M-26JAN182215-15,640,0.598051,0.622107,0.6,0.43,1
KXBTC15M-26JAN182215-15,660,0.541744,0.565749,0.59,0.43,1
KXBTC15M-26JAN182215-15,680,0.495615,0.520476,0.58,0.43,1
KXBTC15M-26JAN182215-15,700,0.489954,0.508251,0.53,0.48,1
KXBTC15M-26JAN182215-15,720,0.542461,0.555747,0.47,0.54,1
KXBTC15M-26JAN182230-30,80,0.000434,0.01101,0.04,0.96,0
KXBTC15M-26JAN182230-30,100,0.000434,0.022995,0.01,0.99,0
KXBTC15M-26JAN182230-30,120,0.000434,0.012209,0.02,0.98,0
KXBTC15M-26JAN182230-30,140,0.007865,0.005107,0.03,0.99,0
KXBTC15M-26JAN182230-30,160,0.011304,0.021483,0.11,0.99,0
KXBTC15M-26JAN182230-30,180,0.006153,0.01689,0.07,0.99,0
KXBTC15M-26JAN182230-30,200,0.012504,0.014717,0.02,0.99,0
KXBTC15M-26JAN182230-30,220,0.011816,0.01692,0.02,0.99,0
KXBTC15M-26JAN182230-30,240,0.015199,0.022506,0.07,0.99,0
KXBTC15M-26JAN182230-30,260,0.023741,0.018299,0.08,0.97,0
KXBTC15M-26JAN182230-30,280,0.021538,0.015423,0.07,0.97,0
KXBTC15M-26JAN182230-30,300,0.016319,0.014282,0.07,0.98,0
KXBTC15M-26JAN182230-30,320,0.034507,0.022483,0.02,0.99,0
KXBTC15M-26JAN182230-30,340,0.030735,0.023147,0.02,0.99,0
KXBTC15M-26JAN182230-30,360,0.049981,0.05425,0.04,0.98,0
KXBTC15M-26JAN182230-30,380,0.085157,0.082211,0.07,0.94,0
KXBTC15M-26JAN182230-30,400,0.060274,0.052832,0.07,0.95,0
KXBTC15M-26JAN182230-30,420,0.110583,0.128287,0.16,0.86,0
KXBTC15M-26JAN182230-30,440,0.369244,0.429536,0.36,0.83,0
KXBTC15M-26JAN182230-30,460,0.355935,0.404528,0.38,0.63,0
KXBTC15M-26JAN182230-30,480,0.448769,0.509606,0.5,0.51,0
KXBTC15M-26JAN182230-30,500,0.507835,0.580157,0.58,0.43,0
KXBTC15M-26JAN182230-30,520,0.618931,0.6856,0.7,0.34,0
KXBTC15M-26JAN182230-30,540,0.686859,0.697754,0.7,0.34,0
KXBTC15M-26JAN182230-30,560,0.649861,0.664296,0.64,0.38,0
KXBTC15M-26JAN182230-30,580,0.656469,0.667591,0.65,0.37,0
KXBTC15M-26JAN182230-30,600,0.744886,0.739194,0.78,0.25,0
KXBTC15M-26JAN182230-30,620,0.740107,0.746311,0.77,0.31,0
KXBTC15M-26JAN182230-30,640,0.664621,0.6865,0.77,0.32,0
KXBTC15M-26JAN182230-30,660,0.75501,0.756261,0.76,0.25,0
KXBTC15M-26JAN182230-30,680,0.744307,0.7279,0.8,0.21,0
KXBTC15M-26JAN182230-30,700,0.744307,0.700943,0.81,0.22,0
KXBTC15M-26JAN182230-30,720,0.741796,0.728424,0.8,0.21,0
KXBTC15M-26JAN182330-30,80,0.974392,0.949758,0.9,0.18,1
KXBTC15M-26JAN182330-30,100,0.937107,0.921206,0.66,0.35,1
KXBTC15M-26JAN182330-30,120,0.241661,0.646205,0.26,0.75,1
KXBTC15M-26JAN182330-30,140,0.039473,0.038702,0.11,0.91,1
KXBTC15M-26JAN182330-30,160,0.02449,0.04598,0.09,0.94,1
KXBTC15M-26JAN182330-30,180,0.038132,0.084978,0.07,0.94,1
KXBTC15M-26JAN182330-30,200,0.083143,0.112474,0.08,0.94,1
KXBTC15M-26JAN182330-30,220,0.031524,0.046157,0.04,0.97,1
KXBTC15M-26JAN182330-30,240,0.022875,0.034403,0.06,0.95,1
KXBTC15M-26JAN182330-30,260,0.039201,0.033558,0.04,0.97,1
KXBTC15M-26JAN182330-30,280,0.062788,0.058162,0.09,0.92,1
KXBTC15M-26JAN182330-30,300,0.058382,0.063194,0.12,0.9,1
KXBTC15M-26JAN182330-30,320,0.115301,0.110826,0.13,0.89,1
KXBTC15M-26JAN182330-30,340,0.059729,0.053584,0.11,0.91,1
KXBTC15M-26JAN182330-30,360,0.059131,0.065559,0.07,0.94,1
KXBTC15M-26JAN182330-30,380,0.127641,0.1353,0.12,0.89,1
KXBTC15M-26JAN182330-30,400,0.198348,0.225167,0.15,0.87,1
KXBTC15M-26JAN182330-30,420,0.204563,0.251294,0.19,0.82,1
KXBTC15M-26JAN182330-30,440,0.35337,0.408616,0.34,0.68,1
KXBTC15M-26JAN182330-30,460,0.349727,0.396673,0.33,0.68,1
KXBTC15M-26JAN182330-30,480,0.349744,0.396342,0.4,0.61,1
KXBTC15M-26JAN182330-30,500,0.335974,0.377831,0.43,0.59,1
KXBTC15M-26JAN182330-30,520,0.326912,0.360188,0.34,0.67,1
KXBTC15M-26JAN182330-30,540,0.302959,0.36477,0.32,0.69,1
KXBTC15M-26JAN182345-45,80,0.952996,0.926082,0.86,0.15,1
KXBTC15M-26JAN182345-45,100,0.976092,0.955126,0.83,0.21,1
KXBTC15M-26JAN182345-45,120,0.896565,0.957011,0.65,0.39,1
KXBTC15M-26JAN182345-45,140,0.781112,0.91489,0.53,0.48,1
KXBTC15M-26JAN182345-45,160,0.822694,0.898926,0.65,0.38,1
KXBTC15M-26JAN182345-45,180,0.771811,0.840785,0.72,0.32,1
KXBTC15M-26JAN182345-45,200,0.658669,0.778208,0.74,0.27,1
KXBTC15M-26JAN182345-45,220,0.667936,0.773539,0.64,0.37,1
KXBTC15M-26JAN182345-45,240,0.597485,0.733694,0.62,0.39,1
KXBTC15M-26JAN182345-45,260,0.538332,0.661554,0.61,0.4,1
KXBTC15M-26JAN182345-45,280,0.540096,0.678111,0.61,0.4,1
KXBTC15M-26JAN182345-45,300,0.324699,0.423947,0.6,0.42,1
KXBTC15M-26JAN182345-45,320,0.316062,0.39436,0.5,0.51,1
KXBTC15M-26JAN182345-45,340,0.306672,0.392075,0.44,0.57,1
KXBTC15M-26JAN182345-45,360,0.297673,0.378735,0.32,0.7,1
KXBTC15M-26JAN182345-45,380,0.272487,0.332773,0.31,0.7,1
KXBTC15M-26JAN182345-45,400,0.223659,0.259273,0.3,0.71,1
KXBTC15M-26JAN182345-45,420,0.163423,0.197238,0.28,0.73,1
KXBTC15M-26JAN182345-45,440,0.234587,0.251197,0.19,0.82,1
KXBTC15M-26JAN182345-45,460,0.195493,0.201769,0.16,0.85,1
KXBTC15M-26JAN182345-45,480,0.265753,0.297444,0.11,0.9,1
KXBTC15M-26JAN182345-45,500,0.344506,0.388194,0.32,0.7,1
KXBTC15M-26JAN182345-45,520,0.344506,0.380829,0.32,0.7,1
KXBTC15M-26JAN182345-45,540,0.386184,0.441073,0.29,0.72,1
KXBTC15M-26JAN182345-45,560,0.38732,0.439371,0.37,0.65,1
KXBTC15M-26JAN182345-45,580,0.390177,0.448551,0.36,0.65,1
KXBTC15M-26JAN182345-45,600,0.40763,0.460602,0.37,0.64,1
KXBTC15M-26JAN182345-45,620,0.465351,0.496269,0.42,0.6,1
KXBTC15M-26JAN182345-45,640,0.4975,0.523232,0.43,0.58,1
KXBTC15M-26JAN182345-45,660,0.500823,0.52895,0.47,0.56,1
