ticker,tte_bucket,p_raw,p_cal,market_p_yes,market_p_no,y_true
KXBTC15M-26JAN200700-00,700,0.458637,0.485059,0.44,0.6,0
KXBTC15M-26JAN200700-00,720,0.458637,0.483579,0.48,0.55,0
KXBTC15M-26JAN200715-15,80,0.989165,0.971006,0.98,0.02,1
KXBTC15M-26JAN200715-15,100,0.989165,0.971704,0.98,0.04,1
KXBTC15M-26JAN200715-15,120,0.983379,0.989613,0.97,0.04,1
KXBTC15M-26JAN200715-15,140,0.766232,0.906231,0.96,0.06,1
KXBTC15M-26JAN200715-15,160,0.796744,0.882546,0.9,0.12,1
KXBTC15M-26JAN200715-15,180,0.766232,0.836926,0.85,0.17,1
KXBTC15M-26JAN200715-15,200,0.786788,0.876465,0.89,0.12,1
KXBTC15M-26JAN200715-15,220,0.760839,0.845745,0.89,0.13,1
KXBTC15M-26JAN200715-15,240,0.797319,0.884391,0.9,0.12,1
KXBTC15M-26JAN200715-15,260,0.726008,0.839838,0.87,0.16,1
KXBTC15M-26JAN200715-15,280,0.769611,0.884272,0.9,0.13,1
KXBTC15M-26JAN200715-15,300,0.755741,0.865925,0.91,0.12,1
KXBTC15M-26JAN200715-15,320,0.75977,0.889259,0.86,0.15,1
KXBTC15M-26JAN200715-15,340,0.680361,0.822161,0.81,0.22,1
KXBTC15M-26JAN200715-15,360,0.60495,0.723155,0.74,0.29,1
KXBTC15M-26JAN200715-15,380,0.653396,0.785393,0.75,0.29,1
KXBTC15M-26JAN200715-15,400,0.688844,0.808974,0.75,0.28,1
KXBTC15M-26JAN200715-15,420,0.617548,0.729556,0.68,0.36,1
KXBTC15M-26JAN200715-15,440,0.422795,0.499076,0.55,0.49,1
KXBTC15M-26JAN200715-15,460,0.388308,0.445259,0.52,0.52,1
KXBTC15M-26JAN200715-15,480,0.517389,0.584991,0.59,0.45,1
KXBTC15M-26JAN200715-15,500,0.507219,0.579465,0.57,0.47,1
KXBTC15M-26JAN200715-15,520,0.47358,0.529194,0.53,0.51,1
KXBTC15M-26JAN200715-15,540,0.38836,0.443017,0.42,0.62,1
KXBTC15M-26JAN200715-15,560,0.34586,0.40194,0.42,0.62,1
KXBTC15M-26JAN200715-15,580,0.393265,0.4512,0.45,0.59,1
KXBTC15M-26JAN200715-15,600,0.393265,0.448289,0.45,0.59,1
KXBTC15M-26JAN200715-15,620,0.402372,0.437356,0.54,0.5,1
KXBTC15M-26JAN200715-15,640,0.368838,0.393691,0.41,0.63,1
KXBTC15M-26JAN200715-15,660,0.398733,0.435598,0.41,0.63,1
KXBTC15M-26JAN200715-15,680,0.404326,0.443909,0.43,0.61,1
KXBTC15M-26JAN200715-15,700,0.351784,0.404028,0.51,0.61,1
KXBTC15M-26JAN200715-15,720,0.431877,0.460311,0.49,0.55,1
KXBTC15M-26JAN200730-30,80,0.000548,0.012804,0.01,0.99,0
KXBTC15M-26JAN200730-30,100,0.000607,0.027936,0.03,0.97,0
KXBTC15M-26JAN200730-30,120,0.000621,0.015959,0.04,0.96,0
KXBTC15M-26JAN200730-30,140,0.005558,0.003304,0.07,0.95,0
KXBTC15M-26JAN200730-30,160,0.003796,0.007266,0.01,0.99,0
KXBTC15M-26JAN200730-30,180,0.003796,0.010933,0.01,0.99,0
KXBTC15M-26JAN200730-30,200,0.012364,0.014539,0.01,0.99,0
KXBTC15M-26JAN200730-30,220,0.009858,0.014047,0.02,0.98,0
KXBTC15M-26JAN200730-30,240,0.009164,0.013285,0.02,0.99,0
KXBTC15M-26JAN200730-30,260,0.016549,0.011831,0.02,0.98,0
KXBTC15M-26JAN200730-30,280,0.01773,0.012117,0.02,0.98,0
KXBTC15M-26JAN200730-30,300,0.013813,0.011753,0.02,0.98,0
KXBTC15M-26JAN200730-30,320,0.027496,0.016653,0.02,0.99,0
KXBTC15M-26JAN200730-30,340,0.027496,0.020109,0.08,0.99,0
KXBTC15M-26JAN200730-30,360,0.030831,0.031424,0.03,0.99,0
KXBTC15M-26JAN200730-30,380,0.041318,0.033494,0.03,0.98,0
KXBTC15M-26JAN200730-30,400,0.041318,0.033169,0.04,0.97,0
KXBTC15M-26JAN200730-30,420,0.038251,0.038822,0.05,0.97,0
KXBTC15M-26JAN200730-30,440,0.053501,0.039006,0.05,0.97,0
KXBTC15M-26JAN200730-30,460,0.053218,0.041617,0.05,0.97,0
KXBTC15M-26JAN200730-30,480,0.060303,0.058653,0.05,0.96,0
KXBTC15M-26JAN200730-30,500,0.073678,0.067018,0.05,0.96,0
KXBTC15M-26JAN200730-30,520,0.085956,0.081938,0.07,0.94,0
KXBTC15M-26JAN200730-30,540,0.081093,0.127293,0.08,0.94,0
KXBTC15M-26JAN200730-30,560,0.114872,0.167237,0.09,0.93,0
KXBTC15M-26JAN200730-30,580,0.089331,0.147343,0.08,0.94,0
KXBTC15M-26JAN200730-30,600,0.090186,0.146008,0.09,0.93,0
KXBTC15M-26JAN200730-30,620,0.112932,0.14319,0.1,0.91,0
KXBTC15M-26JAN200730-30,640,0.159727,0.175117,0.1,0.93,0
KXBTC15M-26JAN200730-30,660,0.138628,0.176324,0.16,0.87,0
KXBTC15M-26JAN200730-30,680,0.333107,0.38224,0.38,0.75,0
KXBTC15M-26JAN200730-30,700,0.329511,0.38652,0.42,0.59,0
KXBTC15M-26JAN200730-30,720,0.321344,0.361917,0.42,0.59,0
KXBTC15M-26JAN200745-45,80,0.930517,0.905255,0.97,0.1,1
KXBTC15M-26JAN200745-45,100,0.942291,0.925066,0.99,0.06,1
KXBTC15M-26JAN200745-45,120,0.978832,0.98751,0.96,0.06,1
KXBTC15M-26JAN200745-45,140,0.796299,0.923364,0.98,0.04,1
KXBTC15M-26JAN200745-45,160,0.783884,0.87426,0.95,0.07,1
KXBTC15M-26JAN200745-45,180,0.782905,0.84843,0.92,0.1,1
KXBTC15M-26JAN200745-45,200,0.696453,0.808958,0.9,0.12,1
KXBTC15M-26JAN200745-45,220,0.671297,0.776274,0.89,0.14,1
KXBTC15M-26JAN200745-45,240,0.677346,0.79845,0.86,0.17,1
KXBTC15M-26JAN200745-45,260,0.620382,0.74574,0.8,0.23,1
KXBTC15M-26JAN200745-45,280,0.677947,0.812207,0.86,0.16,1
KXBTC15M-26JAN200745-45,300,0.679531,0.806054,0.85,0.17,1
KXBTC15M-26JAN200745-45,320,0.668518,0.816905,0.85,0.17,1
KXBTC15M-26JAN200745-45,340,0.668518,0.812057,0.85,0.17,1
KXBTC15M-26JAN200745-45,360,0.625042,0.741984,0.81,0.23,1
KXBTC15M-26JAN200745-45,380,0.496734,0.622308,0.78,0.25,1
KXBTC15M-26JAN200745-45,400,0.487731,0.601502,0.63,0.41,1
KXBTC15M-26JAN200745-45,420,0.477642,0.585962,0.58,0.46,1
KXBTC15M-26JAN200745-45,440,0.577023,0.684223,0.59,0.45,1
KXBTC15M-26JAN200745-45,460,0.592523,0.685126,0.64,0.4,1
KXBTC15M-26JAN200745-45,480,0.684193,0.754468,0.72,0.32,1
KXBTC15M-26JAN200745-45,500,0.675498,0.756415,0.81,0.22,1
KXBTC15M-26JAN200745-45,520,0.655724,0.722782,0.8,0.24,1
KXBTC15M-26JAN200745-45,540,0.656121,0.671899,0.79,0.25,1
KXBTC15M-26JAN200745-45,560,0.678856,0.688769,0.8,0.24,1
KXBTC15M-26JAN200745-45,580,0.621406,0.639152,0.75,0.28,1
KXBTC15M-26JAN200745-45,600,0.640494,0.652878,0.75,0.28,1
KXBTC15M-26JAN200745-45,620,0.609211,0.62784,0.69,0.35,1
KXBTC15M-26JAN200745-45,640,0.464906,0.490746,0.65,0.39,1
KXBTC15M-26JAN200745-45,660,0.552518,0.575398,0.62,0.42,1
KXBTC15M-26JAN200745-45,680,0.51689,0.53809,0.58,0.46,1
KXBTC15M-26JAN200745-45,700,0.393142,0.435874,0.55,0.49,1
KXBTC15M-26JAN200745-45,720,0.430261,0.458901,0.58,0.44,1
KXBTC15M-26JAN200800-00,80,0.998678,0.992548,0.99,0.01,1
KXBTC15M-26JAN200800-00,100,0.998048,0.989649,0.99,0.01,1
KXBTC15M-26JAN200800-00,120,0.997772,0.997738,0.99,0.01,1
KXBTC15M-26JAN200800-00,140,0.94842,0.98819,0.99,0.02,1
KXBTC15M-26JAN200800-00,160,0.937967,0.966635,0.99,0.03,1
KXBTC15M-26JAN200800-00,180,0.94842,0.960934,0.98,0.03,1
KXBTC15M-26JAN200800-00,200,0.923315,0.962448,0.98,0.03,1
KXBTC15M-26JAN200800-00,220,0.915274,0.9509,0.97,0.04,1
KXBTC15M-26JAN200800-00,240,0.922413,0.960591,0.97,0.04,1
KXBTC15M-26JAN200800-00,260,0.851914,0.930151,0.96,0.05,1
KXBTC15M-26JAN200800-00,280,0.863155,0.943584,0.96,0.07,1
KXBTC15M-26JAN200800-00,300,0.831069,0.917317,0.91,0.12,1
KXBTC15M-26JAN200800-00,320,0.764691,0.892704,0.89,0.14,1
KXBTC15M-26JAN200800-00,340,0.793979,0.906809,0.87,0.16,1
KXBTC15M-26JAN200800-00,360,0.793979,0.88139,0.86,0.18,1
KXBTC15M-26JAN200800-00,380,0.642046,0.774872,0.77,0.26,1
KXBTC15M-26JAN200800-00,400,0.62981,0.754254,0.73,0.3,1
KXBTC15M-26JAN200800-00,420,0.619128,0.731051,0.74,0.3,1
KXBTC15M-26JAN200800-00,440,0.715222,0.822847,0.73,0.31,1
KXBTC15M-26JAN200800-00,460,0.71453,0.807038,0.77,0.27,1
KXBTC15M-26JAN200800-00,480,0.790526,0.850349,0.81,0.23,1
KXBTC15M-26JAN200800-00,500,0.713864,0.792823,0.67,0.37,1
KXBTC15M-26JAN200800-00,520,0.656259,0.723315,0.77,0.27,1
KXBTC15M-26JAN200800-00,540,0.755166,0.75577,0.81,0.2,1
KXBTC15M-26JAN200800-00,560,0.646871,0.661776,0.83,0.2,1
KXBTC15M-26JAN200800-00,580,0.739245,0.735584,0.81,0.23,1
KXBTC15M-26JAN200800-00,600,0.641938,0.654058,0.71,0.32,1
KXBTC15M-26JAN200800-00,620,0.643099,0.658505,0.68,0.34,1
KXBTC15M-26JAN200800-00,640,0.487411,0.513201,0.68,0.34,1
KXBTC15M-26JAN200800-00,660,0.445394,0.478598,0.61,0.42,1
KXBTC15M-26JAN200800-00,680,0.48924,0.515187,0.55,0.49,1
KXBTC15M-26JAN200800-00,700,0.481107,0.501712,0.57,0.47,1
KXBTC15M-26JAN200800-00,720,0.45416,0.479698,0.52,0.51,1
KXBTC15M-26JAN200815-15,80,0.00022,0.007095,0.01,0.99,0
KXBTC15M-26JAN200815-15,100,0.00022,0.015495,0.01,0.99,0
KXBTC15M-26JAN200815-15,120,0.00023,0.0076,0.01,0.99,0
KXBTC15M-26JAN200815-15,140,0.001741,0.000771,0.01,0.99,0
KXBTC15M-26JAN200815-15,160,0.001741,0.003339,0.01,0.99,0
KXBTC15M-26JAN200815-15,180,0.005339,0.014867,0.09,0.91,0
KXBTC15M-26JAN200815-15,200,0.005339,0.005847,0.09,0.91,0
KXBTC15M-26JAN200815-15,220,0.005201,0.007274,0.02,0.98,0
KXBTC15M-26JAN200815-15,240,0.005201,0.007352,0.02,0.99,0
KXBTC15M-26JAN200815-15,260,0.01035,0.006713,0.11,0.99,0
KXBTC15M-26JAN200815-15,280,0.017387,0.011827,0.02,0.99,0
KXBTC15M-26JAN200815-15,300,0.017387,0.015381,0.02,0.99,0
KXBTC15M-26JAN200815-15,320,0.03757,0.025161,0.02,0.99,0
KXBTC15M-26JAN200815-15,340,0.039913,0.032203,0.02,0.99,0
KXBTC15M-26JAN200815-15,360,0.013492,0.012315,0.03,0.98,0
KXBTC15M-26JAN200815-15,380,0.017073,0.011172,0.04,0.98,0
KXBTC15M-26JAN200815-15,400,0.018445,0.012281,0.05,0.98,0
KXBTC15M-26JAN200815-15,420,0.018445,0.016961,0.03,0.98,0
KXBTC15M-26JAN200815-15,440,0.026938,0.016365,0.09,0.97,0
KXBTC15M-26JAN200815-15,460,0.026938,0.018183,0.05,0.96,0
KXBTC15M-26JAN200815-15,480,0.018612,0.015891,0.05,0.96,0
KXBTC15M-26JAN200815-15,500,0.029213,0.022869,0.05,0.96,0
KXBTC15M-26JAN200815-15,520,0.030753,0.025704,0.05,0.96,0
KXBTC15M-26JAN200815-15,540,0.030753,0.05709,0.14,0.96,0
KXBTC15M-26JAN200815-15,560,0.039227,0.069147,0.14,0.96,0
KXBTC15M-26JAN200815-15,580,0.061698,0.110464,0.18,0.95,0
KXBTC15M-26JAN200815-15,600,0.057692,0.102825,0.07,0.95,0
KXBTC15M-26JAN200815-15,620,0.067422,0.090194,0.06,0.95,0
KXBTC15M-26JAN200815-15,640,0.063326,0.07051,0.06,0.95,0
KXBTC15M-26JAN200815-15,660,0.113292,0.147985,0.1,0.93,0
KXBTC15M-26JAN200815-15,680,0.126161,0.180795,0.11,0.9,0
KXBTC15M-26JAN200815-15,700,0.183557,0.261242,0.12,0.9,0
KXBTC15M-26JAN200815-15,720,0.257175,0.302194,0.16,0.85,0
KXBTC15M-26JAN200830-30,80,0.98335,0.961824,0.99,0.01,0
KXBTC15M-26JAN200830-30,100,0.991492,0.975432,0.99,0.02,0
KXBTC15M-26JAN200830-30,120,0.857772,0.944186,0.95,0.06,0
KXBTC15M-26JAN200830-30,140,0.763146,0.904391,0.89,0.13,0
KXBTC15M-26JAN200830-30,160,0.803428,0.886808,0.83,0.19,0
KXBTC15M-26JAN200830-30,180,0.837801,0.88583,0.88,0.15,0
KXBTC15M-26JAN200830-30,200,0.661943,0.780933,0.77,0.27,0
KXBTC15M-26JAN200830-30,220,0.78471,0.86319,0.86,0.16,0
KXBTC15M-26JAN200830-30,240,0.80623,0.890265,0.9,0.13,0
KXBTC15M-26JAN200830-30,260,0.835487,0.919763,0.88,0.14,0
KXBTC15M-26JAN200830-30,280,0.835487,0.927562,0.87,0.14,0
KXBTC15M-26JAN200830-30,300,0.834161,0.919259,0.89,0.14,0
KXBTC15M-26JAN200830-30,320,0.826528,0.93204,0.87,0.16,0
KXBTC15M-26JAN200830-30,340,0.76676,0.888547,0.87,0.16,0
KXBTC15M-26JAN200830-30,360,0.782667,0.873122,0.88,0.15,0
KXBTC15M-26JAN200830-30,380,0.80076,0.903002,0.9,0.13,0
KXBTC15M-26JAN200830-30,400,0.812301,0.905755,0.9,0.13,0
KXBTC15M-26JAN200830-30,420,0.78624,0.872836,0.87,0.15,0
KXBTC15M-26JAN200830-30,440,0.761208,0.862195,0.86,0.15,0
KXBTC15M-26JAN200830-30,460,0.703489,0.796811,0.79,0.25,0
KXBTC15M-26JAN200830-30,480,0.864175,0.910185,0.91,0.11,0
KXBTC15M-26JAN200830-30,500,0.813097,0.879058,0.91,0.12,0
KXBTC15M-26JAN200830-30,520,0.827325,0.880071,0.91,0.1,0
KXBTC15M-26JAN200830-30,540,0.801134,0.795622,0.9,0.11,0
KXBTC15M-26JAN200830-30,560,0.777115,0.772893,0.9,0.11,0
KXBTC15M-26JAN200830-30,580,0.781404,0.771118,0.89,0.14,0
KXBTC15M-26JAN200830-30,600,0.767169,0.758068,0.83,0.2,0
KXBTC15M-26JAN200830-30,620,0.720299,0.728338,0.84,0.18,0
KXBTC15M-26JAN200830-30,640,0.779751,0.795993,0.84,0.19,0
KXBTC15M-26JAN200830-30,660,0.680591,0.689563,0.81,0.22,0
KXBTC15M-26JAN200830-30,680,0.687736,0.679685,0.76,0.28,0
KXBTC15M-26JAN200830-30,700,0.719266,0.680815,0.75,0.28,0
KXBTC15M-26JAN200830-30,720,0.688074,0.681129,0.83,0.21,0
KXBTC15M-26JAN200845-45,80,0.998648,0.992441,0.99,0.04,1
KXBTC15M-26JAN200845-45,100,0.999196,0.993868,0.98,0.04,1
KXBTC15M-26JAN200845-45,120,0.99861,0.998417,0.97,0.04,1
KXBTC15M-26JAN200845-45,140,0.946284,0.987547,0.96,0.05,1
KXBTC15M-26JAN200845-45,160,0.885889,0.937021,0.92,0.09,1
KXBTC15M-26JAN200845-45,180,0.977971,0.982079,0.97,0.04,1
KXBTC15M-26JAN200845-45,200,0.963181,0.98348,0.98,0.04,1
KXBTC15M-26JAN200845-45,220,0.959922,0.977806,0.98,0.03,1
KXBTC15M-26JAN200845-45,240,0.963181,0.982362,0.97,0.04,1
KXBTC15M-26JAN200845-45,260,0.944681,0.980102,0.98,0.04,1
KXBTC15M-26JAN200845-45,280,0.938521,0.980281,0.95,0.06,1
KXBTC15M-26JAN200845-45,300,0.970932,0.990445,0.97,0.05,1
KXBTC15M-26JAN200845-45,320,0.827818,0.932783,0.92,0.09,1
KXBTC15M-26JAN200845-45,340,0.888858,0.960475,0.86,0.17,1
KXBTC15M-26JAN200845-45,360,0.815763,0.896869,0.79,0.24,1
KXBTC15M-26JAN200845-45,380,0.796657,0.900211,0.76,0.28,1
KXBTC15M-26JAN200845-45,400,0.776951,0.880537,0.74,0.3,1
KXBTC15M-26JAN200845-45,420,0.80673,0.88793,0.76,0.27,1
KXBTC15M-26JAN200845-45,440,0.738123,0.842887,0.71,0.32,1
KXBTC15M-26JAN200845-45,460,0.554835,0.643805,0.63,0.4,1
KXBTC15M-26JAN200845-45,480,0.52235,0.590326,0.61,0.43,1
KXBTC15M-26JAN200845-45,500,0.61935,0.700332,0.63,0.41,1
KXBTC15M-26JAN200845-45,520,0.473273,0.52885,0.55,0.49,1
KXBTC15M-26JAN200845-45,540,0.65364,0.669816,0.62,0.4,1
KXBTC15M-26JAN200845-45,560,0.282891,0.343157,0.43,0.59,1
KXBTC15M-26JAN200845-45,580,0.467413,0.51363,0.45,0.59,1
KXBTC15M-26JAN200845-45,600,0.461067,0.505702,0.44,0.57,1
KXBTC15M-26JAN200845-45,620,0.728684,0.735942,0.7,0.34,1
KXBTC15M-26JAN200845-45,640,0.224219,0.243669,0.44,0.64,1
KXBTC15M-26JAN200845-45,660,0.246196,0.28895,0.31,0.73,1
KXBTC15M-26JAN200845-45,680,0.347553,0.394938,0.39,0.62,1
KXBTC15M-26JAN200845-45,700,0.452389,0.480413,0.55,0.46,1
KXBTC15M-26JAN200845-45,720,0.357321,0.394446,0.58,0.46,1
KXBTC15M-26JAN200900-00,80,0.002409,0.03305,0.04,0.99,0
KXBTC15M-26JAN200900-00,100,0.002409,0.061297,0.04,0.98,0
KXBTC15M-26JAN200900-00,120,0.002579,0.045572,0.04,0.97,0
KXBTC15M-26JAN200900-00,140,0.032873,0.03077,0.06,0.96,0
KXBTC15M-26JAN200900-00,160,0.008852,0.016861,0.04,0.97,0
KXBTC15M-26JAN200900-00,180,0.00894,0.023618,0.03,0.98,0
KXBTC15M-26JAN200900-00,200,0.026524,0.033193,0.05,0.96,0
KXBTC15M-26JAN200900-00,220,0.023526,0.034257,0.06,0.96,0
KXBTC15M-26JAN200900-00,240,0.045077,0.069153,0.07,0.95,0
KXBTC15M-26JAN200900-00,260,0.067336,0.06451,0.07,0.94,0
KXBTC15M-26JAN200900-00,280,0.052268,0.046338,0.08,0.94,0
KXBTC15M-26JAN200900-00,300,0.18429,0.233663,0.14,0.89,0
KXBTC15M-26JAN200900-00,320,0.332153,0.417495,0.16,0.87,0
KXBTC15M-26JAN200900-00,340,0.375093,0.486036,0.27,0.76,0
KXBTC15M-26JAN200900-00,360,0.392114,0.495201,0.48,0.56,0
KXBTC15M-26JAN200900-00,380,0.470035,0.590848,0.54,0.5,0
KXBTC15M-26JAN200900-00,400,0.415315,0.513388,0.61,0.43,0
KXBTC15M-26JAN200900-00,420,0.423597,0.524827,0.5,0.54,0
KXBTC15M-26JAN200900-00,440,0.40975,0.482315,0.48,0.56,0
KXBTC15M-26JAN200900-00,460,0.409661,0.471859,0.51,0.53,0
KXBTC15M-26JAN200900-00,480,0.368781,0.418458,0.5,0.54,0
KXBTC15M-26JAN200900-00,500,0.320532,0.359031,0.47,0.57,0
KXBTC15M-26JAN200900-00,520,0.312467,0.343201,0.43,0.61,0
KXBTC15M-26JAN200900-00,540,0.283587,0.346359,0.37,0.67,0
KXBTC15M-26JAN200900-00,560,0.173417,0.232852,0.21,0.81,0
KXBTC15M-26JAN200900-00,580,0.446314,0.496071,0.33,0.71,0
KXBTC15M-26JAN200900-00,600,0.472656,0.51536,0.45,0.58,0
KXBTC15M-26JAN200900-00,620,0.454305,0.486012,0.45,0.58,0
KXBTC15M-26JAN200900-00,640,0.502079,0.527779,0.54,0.5,0
KXBTC15M-26JAN200900-00,660,0.433479,0.467678,0.48,0.56,0
KXBTC15M-26JAN200900-00,680,0.424536,0.461046,0.45,0.57,0
KXBTC15M-26JAN200900-00,700,0.385051,0.429702,0.45,0.59,0
KXBTC15M-26JAN200900-00,720,0.364899,0.401228,0.42,0.62,0
KXBTC15M-26JAN200915-15,80,0.999574,0.996435,0.99,0.01,1
KXBTC15M-26JAN200915-15,100,0.999459,0.99515,0.99,0.01,1
KXBTC15M-26JAN200915-15,120,0.999391,0.999152,0.99,0.02,1
KXBTC15M-26JAN200915-15,140,0.99544,0.99946,0.99,0.02,1
KXBTC15M-26JAN200915-15,160,0.995586,0.99769,0.99,0.02,1
KXBTC15M-26JAN200915-15,180,0.995586,0.995852,0.99,0.02,1
KXBTC15M-26JAN200915-15,200,0.984008,0.993409,0.99,0.02,1
KXBTC15M-26JAN200915-15,220,0.98183,0.990294,0.97,0.04,1
KXBTC15M-26JAN200915-15,240,0.986505,0.99392,0.96,0.05,1
KXBTC15M-26JAN200915-15,260,0.977864,0.993566,0.96,0.05,1
KXBTC15M-26JAN200915-15,280,0.973912,0.993363,0.98,0.04,1
KXBTC15M-26JAN200915-15,300,0.969136,0.989737,0.98,0.05,1
KXBTC15M-26JAN200915-15,320,0.946334,0.986974,0.95,0.07,1
KXBTC15M-26JAN200915-15,340,0.944018,0.984104,0.93,0.1,1
KXBTC15M-26JAN200915-15,360,0.945928,0.976323,0.9,0.12,1
KXBTC15M-26JAN200915-15,380,0.946188,0.982897,0.93,0.08,1
KXBTC15M-26JAN200915-15,400,0.948123,0.982435,0.96,0.07,1
KXBTC15M-26JAN200915-15,420,0.947584,0.976628,0.95,0.06,1
KXBTC15M-26JAN200915-15,440,0.938837,0.978062,0.96,0.06,1
KXBTC15M-26JAN200915-15,460,0.938208,0.973401,0.94,0.08,1
KXBTC15M-26JAN200915-15,480,0.922663,0.953126,0.94,0.07,1
KXBTC15M-26JAN200915-15,500,0.924797,0.960167,0.94,0.08,1
KXBTC15M-26JAN200915-15,520,0.928201,0.957162,0.94,0.07,1
KXBTC15M-26JAN200915-15,540,0.925552,0.911149,0.94,0.08,1
KXBTC15M-26JAN200915-15,560,0.892899,0.878085,0.93,0.09,1
KXBTC15M-26JAN200915-15,580,0.892899,0.871487,0.91,0.11,1
KXBTC15M-26JAN200915-15,600,0.871275,0.850646,0.9,0.12,1
KXBTC15M-26JAN200915-15,620,0.871275,0.867387,0.9,0.13,1
KXBTC15M-26JAN200915-15,640,0.86911,0.879477,0.88,0.14,1
KXBTC15M-26JAN200915-15,660,0.86911,0.861461,0.86,0.17,1
KXBTC15M-26JAN200915-15,680,0.859234,0.831882,0.84,0.19,1
KXBTC15M-26JAN200915-15,700,0.859234,0.80197,0.82,0.19,1
KXBTC15M-26JAN200915-15,720,0.770156,0.753847,0.81,0.21,1
KXBTC15M-26JAN200930-30,80,0.000888,0.017474,0.01,0.99,0
KXBTC15M-26JAN200930-30,100,0.000852,0.033987,0.05,0.99,0
KXBTC15M-26JAN200930-30,120,0.000888,0.020826,0.03,0.98,0
KXBTC15M-26JAN200930-30,140,0.024133,0.020875,0.06,0.97,0
KXBTC15M-26JAN200930-30,160,0.034584,0.06434,0.07,0.94,0
KXBTC15M-26JAN200930-30,180,0.017858,0.043735,0.04,0.97,0
KXBTC15M-26JAN200930-30,200,0.045911,0.059866,0.05,0.97,0
KXBTC15M-26JAN200930-30,220,0.057315,0.084441,0.06,0.96,0
KXBTC15M-26JAN200930-30,240,0.009865,0.014347,0.06,0.96,0
KXBTC15M-26JAN200930-30,260,0.026451,0.020853,0.04,0.98,0
KXBTC15M-26JAN200930-30,280,0.032523,0.025718,0.1,0.92,0
KXBTC15M-26JAN200930-30,300,0.026451,0.025115,0.08,0.93,0
KXBTC15M-26JAN200930-30,320,0.029237,0.01806,0.07,0.95,0
KXBTC15M-26JAN200930-30,340,0.028545,0.021083,0.06,0.96,0
KXBTC15M-26JAN200930-30,360,0.035003,0.036278,0.09,0.95,0
KXBTC15M-26JAN200930-30,380,0.043359,0.035563,0.09,0.94,0
KXBTC15M-26JAN200930-30,400,0.036765,0.028722,0.1,0.94,0
KXBTC15M-26JAN200930-30,420,0.103176,0.118757,0.18,0.85,0
KXBTC15M-26JAN200930-30,440,0.092633,0.0783,0.16,0.87,0
KXBTC15M-26JAN200930-30,460,0.062863,0.050979,0.11,0.9,0
KXBTC15M-26JAN200930-30,480,0.062863,0.061421,0.14,0.89,0
KXBTC15M-26JAN200930-30,500,0.077645,0.071229,0.14,0.89,0
KXBTC15M-26JAN200930-30,520,0.097691,0.094641,0.15,0.88,0
KXBTC15M-26JAN200930-30,540,0.049672,0.085074,0.14,0.88,0
KXBTC15M-26JAN200930-30,560,0.036666,0.065362,0.09,0.94,0
KXBTC15M-26JAN200930-30,580,0.036666,0.073262,0.06,0.95,0
KXBTC15M-26JAN200930-30,600,0.044746,0.084054,0.05,0.97,0
KXBTC15M-26JAN200930-30,620,0.044746,0.062281,0.05,0.96,0
KXBTC15M-26JAN200930-30,640,0.051584,0.057571,0.07,0.94,0
KXBTC15M-26JAN200930-30,660,0.051584,0.074195,0.09,0.93,0
KXBTC15M-26JAN200930-30,680,0.059873,0.100583,0.08,0.94,0
KXBTC15M-26JAN200930-30,700,0.093658,0.166088,0.1,0.92,0
KXBTC15M-26JAN200930-30,720,0.132082,0.175779,0.09,0.93,0
KXBTC15M-26JAN200945-45,80,0.994635,0.98155,0.67,0.39,1
KXBTC15M-26JAN200945-45,100,0.010886,0.138586,0.55,0.53,1
KXBTC15M-26JAN200945-45,120,0.000983,0.022459,0.41,0.71,1
KXBTC15M-26JAN200945-45,140,0.717098,0.875091,0.22,0.81,1
KXBTC15M-26JAN200945-45,160,0.122534,0.211325,0.39,0.65,1
KXBTC15M-26JAN200945-45,180,0.876523,0.911957,0.71,0.32,1
KXBTC15M-26JAN200945-45,200,0.887678,0.941941,0.72,0.31,1
KXBTC15M-26JAN200945-45,220,0.958067,0.976723,0.69,0.32,1
KXBTC15M-26JAN200945-45,240,0.990078,0.995605,0.89,0.13,1
KXBTC15M-26JAN200945-45,260,0.989574,0.997424,0.93,0.09,1
KXBTC15M-26JAN200945-45,280,0.984767,0.996616,0.93,0.1,1
KXBTC15M-26JAN200945-45,300,0.989652,0.99718,0.91,0.1,1
KXBTC15M-26JAN200945-45,320,0.980806,0.996723,0.92,0.11,1
KXBTC15M-26JAN200945-45,340,0.952526,0.987177,0.92,0.12,1
KXBTC15M-26JAN200945-45,360,0.96256,0.984563,0.8,0.24,1
KXBTC15M-26JAN200945-45,380,0.675359,0.805164,0.74,0.29,1
KXBTC15M-26JAN200945-45,400,0.219464,0.253604,0.45,0.59,1
KXBTC15M-26JAN200945-45,420,0.162844,0.196478,0.33,0.71,1
KXBTC15M-26JAN200945-45,440,0.112919,0.10065,0.36,0.68,1
KXBTC15M-26JAN200945-45,460,0.1707,0.171509,0.26,0.78,1
KXBTC15M-26JAN200945-45,480,0.139191,0.147793,0.29,0.75,1
KXBTC15M-26JAN200945-45,500,0.318547,0.356611,0.26,0.77,1
KXBTC15M-26JAN200945-45,520,0.271569,0.294996,0.38,0.65,1
KXBTC15M-26JAN200945-45,540,0.386423,0.441286,0.49,0.52,1
KXBTC15M-26JAN200945-45,560,0.672026,0.682997,0.6,0.42,1
KXBTC15M-26JAN200945-45,580,0.140016,0.207995,0.35,0.68,1
